Name,Address,Category,Website,Phone,Social Medias,Facebook,Instagram,Twitter,Emails,Email Status
Nude Pizza,"1215 Anzac Parade, Malabar New South Wales 2036",Italian restaurant,https://nudepizza.com.au/,(02) 9311 2680,"{""facebook"":""https://www.facebook.com/restoplus"",""instagram"":""https://www.instagram.com/restoplusofficial"",""linkedin"":""https://ph.linkedin.com/company/restoplus"",""yelp"":""https://www.yelp.com/biz/nude-pizza-matraville""}",https://www.facebook.com/restoplus,https://www.instagram.com/restoplusofficial,-- No Data --,2680nudepizzaau@gmail.com,Risky
Nude Pizza,"1215 Anzac Parade, Malabar New South Wales 2036",Italian restaurant,https://nudepizza.com.au/,(02) 9311 2680,"{""facebook"":""https://www.facebook.com/restoplus"",""instagram"":""https://www.instagram.com/restoplusofficial"",""linkedin"":""https://ph.linkedin.com/company/restoplus"",""yelp"":""https://www.yelp.com/biz/nude-pizza-matraville""}",https://www.facebook.com/restoplus,https://www.instagram.com/restoplusofficial,-- No Data --,nudepizzaau@gmail.com,Risky
Nude Pizza,"1215 Anzac Parade, Malabar New South Wales 2036",Italian restaurant,https://nudepizza.com.au/,(02) 9311 2680,"{""facebook"":""https://www.facebook.com/restoplus"",""instagram"":""https://www.instagram.com/restoplusofficial"",""linkedin"":""https://ph.linkedin.com/company/restoplus"",""yelp"":""https://www.yelp.com/biz/nude-pizza-matraville""}",https://www.facebook.com/restoplus,https://www.instagram.com/restoplusofficial,-- No Data --,support@restoplus.com.au,Risky
Site Pizza Bar Little Bay,"2-8 Pine Avenue, Sydney New South Wales 2036",Italian restaurant,https://www.sitepizzabar.com.au/,(02) 9113 7070,"{""facebook"":""https://www.facebook.com/sitepizzabar/"",""instagram"":""https://www.instagram.com/sitepizzabar/""}",https://www.facebook.com/sitepizzabar/,https://www.instagram.com/sitepizzabar/,-- No Data --,hello@sitepizzabar.com.au,Risky
Site Pizza Bar Little Bay,"2-8 Pine Avenue, Sydney New South Wales 2036",Italian restaurant,https://www.sitepizzabar.com.au/,(02) 9113 7070,"{""facebook"":""https://www.facebook.com/sitepizzabar/"",""instagram"":""https://www.instagram.com/sitepizzabar/""}",https://www.facebook.com/sitepizzabar/,https://www.instagram.com/sitepizzabar/,-- No Data --,jessie.low@worrells.net.au,Risky
Vitaly Italian & Woodfire Pizza Restaurant,"497/501 Bunnerong Road, Shop 3, Matraville New South Wales 2036",Italian restaurant,https://www.vitalyitalian.com/locations/matraville,(02) 8590 6516,"{""facebook"":""https://www.facebook.com/vitalyrandwick/"",""instagram"":""https://www.instagram.com/reel/dcde_7otxw4/"",""linkedin"":""https://ru.linkedin.com/in/vitalykuzmin""}",https://www.facebook.com/vitalyrandwick/,https://www.instagram.com/reel/dcde_7otxw4/,-- No Data --,info@vitalyitalian.com,Risky
Vitaly Italian & Woodfire Pizza Restaurant,"497/501 Bunnerong Road, Shop 3, Matraville New South Wales 2036",Italian restaurant,https://www.vitalyitalian.com/locations/matraville,(02) 8590 6516,"{""facebook"":""https://www.facebook.com/vitalyrandwick/"",""instagram"":""https://www.instagram.com/reel/dcde_7otxw4/"",""linkedin"":""https://ru.linkedin.com/in/vitalykuzmin""}",https://www.facebook.com/vitalyrandwick/,https://www.instagram.com/reel/dcde_7otxw4/,-- No Data --,isardrive@outlook.de,Risky
Filante Woodfire Pizzeria,"19A Greenfield Street, Sydney New South Wales 2019",Pizza restaurant,https://www.filantepizzeria.com.au/,(02) 8005 2378,"{""instagram"":""https://www.instagram.com/filantepizzeria/"",""facebook"":""https://www.facebook.com/stephen.mills.9026/posts/2256178367889978"",""yelp"":""https://www.yelp.com/biz/filante-woodfire-pizzeria-sydney-2""}",https://www.facebook.com/stephen.mills.9026/posts/2256178367889978,https://www.instagram.com/filantepizzeria/,-- No Data --,info@filantepizzeria.com.au,Risky
Happy as Larry Pizza Truck,"41 BAY PARADE, Malabar New South Wales 2036",Food truck,https://www.happyaslarrypizzatruck.com.au/,0411 323 379,"{""facebook"":""https://www.facebook.com/happyaslarrypizzatruck/"",""instagram"":""https://www.instagram.com/happyaslarrypizzatruck/""}",https://www.facebook.com/happyaslarrypizzatruck/,https://www.instagram.com/happyaslarrypizzatruck/,-- No Data --,info@happyaslarrypizzatruck.com.au,Risky
Pizza Hut Mascot,"Mascot, Sydney New South Wales 2020",Pizza restaurant,https://www.pizzahut.com.au/store-details/1872/mascot,1300 749 924,"{""youtube"":""https://youtube.com/user/pizzahutau"",""facebook"":""https://www.facebook.com/pizzahutus/"",""twitter"":""https://twitter.com/pizzahutau"",""instagram"":""https://www.instagram.com/pizzahut/"",""linkedin"":""https://www.linkedin.com/company/pizzahutfr""}",https://www.facebook.com/pizzahutus/,https://www.instagram.com/pizzahut/,https://twitter.com/pizzahutau,tapiola@pizzahut.fi,Risky
Pizza Hut Mascot,"Mascot, Sydney New South Wales 2020",Pizza restaurant,https://www.pizzahut.com.au/store-details/1872/mascot,1300 749 924,"{""youtube"":""https://youtube.com/user/pizzahutau"",""facebook"":""https://www.facebook.com/pizzahutus/"",""twitter"":""https://twitter.com/pizzahutau"",""instagram"":""https://www.instagram.com/pizzahut/"",""linkedin"":""https://www.linkedin.com/company/pizzahutfr""}",https://www.facebook.com/pizzahutus/,https://www.instagram.com/pizzahut/,https://twitter.com/pizzahutau,support@hssservices.com,Risky
Pizza Hut Mascot,"Mascot, Sydney New South Wales 2020",Pizza restaurant,https://www.pizzahut.com.au/store-details/1872/mascot,1300 749 924,"{""youtube"":""https://youtube.com/user/pizzahutau"",""facebook"":""https://www.facebook.com/pizzahutus/"",""twitter"":""https://twitter.com/pizzahutau"",""instagram"":""https://www.instagram.com/pizzahut/"",""linkedin"":""https://www.linkedin.com/company/pizzahutfr""}",https://www.facebook.com/pizzahutus/,https://www.instagram.com/pizzahut/,https://twitter.com/pizzahutau,finn.coleman@austcommunitymedia.com.au,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,franchiseenquiry@rfg.com.au,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,rfga@rfg.com.au,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,recruitment@rfg.com.au,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,marketing@crust.com.au,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,customerfeedback@crust.com.au,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,CCT@rfg.com.au,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,support@hssservices.com,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,hello@lepibakerygroup.com.au,Risky
Crust Gourmet Pizza,"516 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.crust.com.au/,(02) 9371 2550,"{""facebook"":""https://www.facebook.com/crustpizza/"",""instagram"":""https://www.instagram.com/crust_pizza/"",""youtube"":""https://www.youtube.com/feed/history?utm_source=pp"",""yelp"":""https://www.yelp.com/biz/crust-gourmet-pizza-bar-rose-bay""}",https://www.facebook.com/crustpizza/,https://www.instagram.com/crust_pizza/,-- No Data --,bill.griffin@mq.edu.au,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,kylie.hearne@nswtouch.com.au,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,feedback@dominos.com.au,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,Training@dominos.com.au,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.com.au,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.co.nz,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.com.au,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.co.nz,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.au,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.nz,Risky
Domino's,"85 Bondi Road, Bondi New South Wales 2026",Fast food restaurant,https://www.dominos.com.au/store/NSW-BONDI-98367?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9386 8420,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,media@dominos.com.au,Risky
Johnny Gio's Pizza Bondi,"65 Bondi Road, Bondi New South Wales 2026",Pizza restaurant,https://johnnygiospizza.com.au/,(02) 8542 1233,"{""facebook"":""https://www.facebook.com/johnny-gios-103866461264179/"",""instagram"":""https://www.instagram.com/johnnygiospizza/""}",https://www.facebook.com/johnny-gios-103866461264179/,https://www.instagram.com/johnnygiospizza/,-- No Data --,jrl@sharks.com.au,Risky
I Love Pizza Bondi,"181 Bondi Road, Bondi New South Wales 2026",Pizza restaurant,https://orderonline.i-love-pizza.com.au/bondi/,(02) 9184 9970,"{""instagram"":""https://www.instagram.com/ilovepizzasydney/"",""facebook"":""https://www.facebook.com/ilovepizzasydney/""}",https://www.facebook.com/ilovepizzasydney/,https://www.instagram.com/ilovepizzasydney/,-- No Data --,support@deliverit.com.au,Risky
I Love Pizza Bondi,"181 Bondi Road, Bondi New South Wales 2026",Pizza restaurant,https://orderonline.i-love-pizza.com.au/bondi/,(02) 9184 9970,"{""instagram"":""https://www.instagram.com/ilovepizzasydney/"",""facebook"":""https://www.facebook.com/ilovepizzasydney/""}",https://www.facebook.com/ilovepizzasydney/,https://www.instagram.com/ilovepizzasydney/,-- No Data --,support@hssservices.com,Risky
Pizza Hut,"698-704 Cnr Dudley & Old S Bay Road, Rose Bay New South Wales 2029",Pizza restaurant,http://www.pizzahut.com.au,,"{""yelp"":""https://www.yelp.com/biz/pizza-hut-rose-bay"",""facebook"":""https://www.facebook.com/pizzahutuk"",""twitter"":""https://twitter.com/pizzahutuk"",""instagram"":""https://www.instagram.com/pizzahutuk/"",""youtube"":""https://www.youtube.com/user/pizzahutukvideos""}",https://www.facebook.com/pizzahutuk,https://www.instagram.com/pizzahutuk/,https://twitter.com/pizzahutuk,tapiola@pizzahut.fi,Risky
Pizza Hut,"698-704 Cnr Dudley & Old S Bay Road, Rose Bay New South Wales 2029",Pizza restaurant,http://www.pizzahut.com.au,,"{""yelp"":""https://www.yelp.com/biz/pizza-hut-rose-bay"",""facebook"":""https://www.facebook.com/pizzahutuk"",""twitter"":""https://twitter.com/pizzahutuk"",""instagram"":""https://www.instagram.com/pizzahutuk/"",""youtube"":""https://www.youtube.com/user/pizzahutukvideos""}",https://www.facebook.com/pizzahutuk,https://www.instagram.com/pizzahutuk/,https://twitter.com/pizzahutuk,support@hssservices.com,Risky
Pizza Hut,"698-704 Cnr Dudley & Old S Bay Road, Rose Bay New South Wales 2029",Pizza restaurant,http://www.pizzahut.com.au,,"{""yelp"":""https://www.yelp.com/biz/pizza-hut-rose-bay"",""facebook"":""https://www.facebook.com/pizzahutuk"",""twitter"":""https://twitter.com/pizzahutuk"",""instagram"":""https://www.instagram.com/pizzahutuk/"",""youtube"":""https://www.youtube.com/user/pizzahutukvideos""}",https://www.facebook.com/pizzahutuk,https://www.instagram.com/pizzahutuk/,https://twitter.com/pizzahutuk,finn.coleman@austcommunitymedia.com.au,Risky
Bondi Pizza,"Inside Westfield Bondi Junction, Shop 6009, Level 6, 500 Oxford Street, Bondi Junction New South Wales 2022",Pizza restaurant,http://www.bondipizza.com.au/,1300 383 860,"{""facebook"":""https://www.facebook.com/bondipizza"",""instagram"":""https://instagram.com/bondi_pizza/""}",https://www.facebook.com/bondipizza,https://instagram.com/bondi_pizza/,-- No Data --,macquarie@bondipizza.com.au,Risky
Bondi Pizza,"Inside Westfield Bondi Junction, Shop 6009, Level 6, 500 Oxford Street, Bondi Junction New South Wales 2022",Pizza restaurant,http://www.bondipizza.com.au/,1300 383 860,"{""facebook"":""https://www.facebook.com/bondipizza"",""instagram"":""https://instagram.com/bondi_pizza/""}",https://www.facebook.com/bondipizza,https://instagram.com/bondi_pizza/,-- No Data --,parramatta@bondipizza.com.au,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,kylie.hearne@nswtouch.com.au,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,feedback@dominos.com.au,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,Training@dominos.com.au,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.com.au,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,privacy@dominos.co.nz,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.com.au,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,instagift@dominos.co.nz,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.au,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,info@mindsandmeals.org.nz,Risky
Domino's,"512 Old South Head Road, Rose Bay New South Wales 2029",Pizza restaurant,https://www.dominos.com.au/store/NSW-ROSE-BAY-98316?utm_source=bing&utm_medium=places-organic&utm_campaign=yext&utm_content=bingURL,(02) 9388 5520,"{""facebook"":""https://www.facebook.com/dominosaustralia"",""youtube"":""https://www.youtube.com/user/dominosaustralia"",""twitter"":""https://twitter.com/dominos_au"",""instagram"":""https://www.instagram.com/dominos_au""}",https://www.facebook.com/dominosaustralia,https://www.instagram.com/dominos_au,https://twitter.com/dominos_au,media@dominos.com.au,Risky
Ta Ta Ta Pizza,"10 Gray St, Bondi Junction New South Wales 2022",Pizza restaurant,https://www.tatatapizza.com.au/,(02) 8542 1726,"{""facebook"":""https://www.facebook.com/tatatapizza/"",""instagram"":""https://instagram.com/tatatapizza""}",https://www.facebook.com/tatatapizza/,https://instagram.com/tatatapizza,-- No Data --,support@hssservices.com,Risky
Ta Ta Ta Pizza,"10 Gray St, Bondi Junction New South Wales 2022",Pizza restaurant,https://www.tatatapizza.com.au/,(02) 8542 1726,"{""facebook"":""https://www.facebook.com/tatatapizza/"",""instagram"":""https://instagram.com/tatatapizza""}",https://www.facebook.com/tatatapizza/,https://instagram.com/tatatapizza,-- No Data --,info@tatatapizza.com.au,Risky
Doughboy Pizza - North Bondi,"290 CAMPBELL PARADE, NORTH BONDI New South Wales 2026",Pizza restaurant,https://doughboypizza.com.au/,(02) 9365 5000,"{""facebook"":""https://www.facebook.com/doughboynorthbondi/"",""yelp"":""https://www.yelp.com/biz/doughboy-pizza-north-bondi-north-bondi-4"",""twitter"":""https://twitter.com/doughboypizza""}",https://www.facebook.com/doughboynorthbondi/,-- No Data --,https://twitter.com/doughboypizza,info@doughboy.com.au,Risky
Rosso Cavallino,"SHOP 4 803 MILITARY Road, MOSMAN New South Wales 2088",Pizza restaurant,https://rossocavallino.com.au/,(02) 9969 4430,"{""facebook"":""https://www.facebook.com/rossocavallinopizzeria/"",""instagram"":""https://www.instagram.com/rossocavallino/"",""yelp"":""https://www.yelp.com/biz/rosso-cavallino-mosman""}",https://www.facebook.com/rossocavallinopizzeria/,https://www.instagram.com/rossocavallino/,-- No Data --,re.rosin@gmail.com,Risky
Giovanni's Pizza,"521 Military Road, Mosman NSW 2088",Pizza restaurant,https://giovannispizza.com.au/,(02) 9969 5553,"{""instagram"":""https://www.instagram.com/pizza.giovannis/?hl=en"",""facebook"":""https://www.facebook.com/pizza.giovannis/""}",https://www.facebook.com/pizza.giovannis/,https://www.instagram.com/pizza.giovannis/?hl=en,-- No Data --,support@deliverit.com.au,Risky
